assetID,timestamp,dataItemID,value
Band_Saw_1,2012555,Kalman_Machine_Acceleration_X,0.645507813
Band_Saw_1,3019348,Kalman_Machine_Acceleration_X,0.642333984
Band_Saw_1,4026150,Kalman_Machine_Acceleration_X,0.639404297
Band_Saw_1,5032964,Kalman_Machine_Acceleration_X,0.641845703
Band_Saw_1,6039779,Kalman_Machine_Acceleration_X,0.643310547
Band_Saw_1,7046592,Kalman_Machine_Acceleration_X,0.708984375
Band_Saw_1,8053412,Kalman_Machine_Acceleration_X,0.948486328
Band_Saw_1,9060236,Kalman_Machine_Acceleration_X,0.833984375
Band_Saw_1,10067075,Kalman_Machine_Acceleration_X,0.922851563
Band_Saw_1,11073985,Kalman_Machine_Acceleration_X,0.940917969
Band_Saw_1,12080898,Kalman_Machine_Acceleration_X,0.940917969
Band_Saw_1,13087800,Kalman_Machine_Acceleration_X,0.775878906
Band_Saw_1,14094719,Kalman_Machine_Acceleration_X,0.889892578
Band_Saw_1,15101637,Kalman_Machine_Acceleration_X,0.855712891
Band_Saw_1,16108539,Kalman_Machine_Acceleration_X,0.740478516
Band_Saw_1,17115460,Kalman_Machine_Acceleration_X,0.604003906
Band_Saw_1,18122403,Kalman_Machine_Acceleration_X,0.822021484
Band_Saw_1,19129341,Kalman_Machine_Acceleration_X,0.48828125
Band_Saw_1,20136266,Kalman_Machine_Acceleration_X,0.819580078
Band_Saw_1,21143220,Kalman_Machine_Acceleration_X,0.807373047
Band_Saw_1,22150153,Kalman_Machine_Acceleration_X,0.723144531
Band_Saw_1,23157094,Kalman_Machine_Acceleration_X,0.607177734
Band_Saw_1,24164049,Kalman_Machine_Acceleration_X,0.830078125
Band_Saw_1,25171005,Kalman_Machine_Acceleration_X,0.833007813
Band_Saw_1,26177947,Kalman_Machine_Acceleration_X,0.79296875
Band_Saw_1,27184892,Kalman_Machine_Acceleration_X,0.836425781
Band_Saw_1,28191781,Kalman_Machine_Acceleration_X,0.367675781
Band_Saw_1,29198717,Kalman_Machine_Acceleration_X,0.782714844
Band_Saw_1,30205669,Kalman_Machine_Acceleration_X,0.778564453
Band_Saw_1,31212620,Kalman_Machine_Acceleration_X,0.810302734
Band_Saw_1,32219572,Kalman_Machine_Acceleration_X,0.818847656
Band_Saw_1,33226530,Kalman_Machine_Acceleration_X,0.793701172
Band_Saw_1,34233488,Kalman_Machine_Acceleration_X,0.770751953
Band_Saw_1,35240388,Kalman_Machine_Acceleration_X,-0.702636719
Band_Saw_1,36247344,Kalman_Machine_Acceleration_X,-0.624511719
Band_Saw_1,37254188,Kalman_Machine_Acceleration_X,0.077392578
Band_Saw_1,38261079,Kalman_Machine_Acceleration_X,-0.185302734
Band_Saw_1,39267926,Kalman_Machine_Acceleration_X,-0.076171875
Band_Saw_1,40274838,Kalman_Machine_Acceleration_X,0.234863281
Band_Saw_1,41281782,Kalman_Machine_Acceleration_X,0.782226563
Band_Saw_1,42288752,Kalman_Machine_Acceleration_X,0.980224609
Band_Saw_1,43295715,Kalman_Machine_Acceleration_X,0.815673828
Band_Saw_1,44302653,Kalman_Machine_Acceleration_X,0.817626953
Band_Saw_1,45309613,Kalman_Machine_Acceleration_X,0.587158203
Band_Saw_1,46316580,Kalman_Machine_Acceleration_X,0.632324219
